diseased, loc_id, longitude, latitude, date, solar_zenith, state_qa, view_zenith, sr_b01, sr_b02, sr_b03, sr_b04, sr_b05, sr_b06, sr_b07
1, 57902, 40.71894, 7.24214, 7/14/13 0:00, 3129, 136, 4739, 786, 1738, 447, 712, 2325, 2132
1, 45555, 40.71859, 7.30536, 12/19/07 0:00, 3658, 72, 206, 802, 2192, 359, 661, 2762, 2197
0, 46242, 40.71841, 7.15941, 8/16/08 0:00, 2303, 1032, 239, 1159, 2095, 887, 1065, 2716, 2271
1, 45539, 40.71739, 7.62986, 12/18/07 0:00, 3686, 72, 143, 593, 2226, 298, 559, 2519, 1694
1, 45552, 40.71693, 7.24222, 12/19/07 0:00, 3652, 72, 227, 575, 2147, 305, 535, 2395, 1771
1, 45551, 40.7169, 7.24254, 12/19/07 0:00, 3652, 72, 227, 575, 2147, 305, 535, 2395, 1771
1, 46244, 40.7167, 7.24165, 8/16/08 0:00, 2301, 1033, 218, 1856, 2458, 1701, 1840, 3242, 3000
1, 66689, 40.7167, 7.24218, 1/21/16 0:00, 3384, 72, 2985, 1195, 2219, 564, 895, 2652, 2326
1, 45538, 40.71536, 7.54954, 12/18/07 0:00, 3679, 72, 156, 863, 2399, 412, 744, 2968, 2324
1, 62611, 40.71473, 7.15666, 7/19/15 0:00, 2588, 136, 362, 861, 2385, 458, 818, 2769, 1997
0, 45548, 40.71287, 7.1536, 12/19/07 0:00, 3644, 72, 236, 569, 2112, 295, 560, 2510, 1815
1, 61169, 40.71228, 7.15063, 1/4/15 0:00, 3702, 72, 198, 787, 1957, 359, 684, 2270, 1928
1, 66682, 40.7122, 7.14957, 1/21/16 0:00, 3376, 72, 2995, 863, 1848, 464, 720, 2175, 2015
0, 47789, 40.71215, 7.1504, 1/23/10 0:00, 3560, 72, 172, 929, 1754, 419, 689, 2337, 2145
1, 46087, 40.71186, 7.14931, 12/15/08 0:00, 3674, 72, 1256, 704, 2534, 313, 660, 2784, 1928
1, 66686, 40.71137, 7.17735, 1/21/16 0:00, 3378, 72, 2995, 691, 1961, 345, 599, 2209, 1786
1, 62614, 40.70075, 7.24275, 7/19/15 0:00, 2584, 72, 343, 1158, 2723, 624, 992, 3180, 2276
1, 61009, 40.69973, 7.24288, 1/4/15 0:00, 3711, 72, 162, 918, 1968, 394, 713, 2721, 2325
1, 45554, 40.69822, 7.292, 12/19/07 0:00, 3658, 72, 188, 770, 2134, 357, 643, 2481, 2057
1, 46243, 40.69785, 7.24228, 8/16/08 0:00, 1806, 1032, 4043, 1487, 2592, 1047, 1309, 3340, 2973
1, 43413, 40.69763, 7.24216, 8/6/12 0:00, 2640, 72, 2700, 1413, 2670, 622, 1083, 3449, 3464
1, 60855, 40.69441, 7.14627, 1/5/15 0:00, 3702, 72, 181, 721, 2277, 352, 690, 2372, 1794
1, 43418, 40.69427, 7.14596, 8/6/12 0:00, 2643, 72, 2690, 1044, 2055, 548, 863, 2856, 2536
