diseased,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07
0,329,4,133,194,103,277,333
0,120,-1300,62,-152,-1506,-139,109
1,428,-104,201,134,328,269,345
1,287,-127,112,154,-54,359,323
0,409,20,167,169,417,422,400
0,612,358,616,574,554,518,532
1,-69,-928,-53,-245,-996,-579,-144
0,226,-255,140,84,-217,159,249
1,181,-793,14,-109,-454,462,616
0,-150,-811,-103,-248,-623,-620,-248
1,569,-792,227,255,194,900,799
0,755,792,479,603,1012,1129,792
0,200,-1299,69,-137,-708,-84,159
1,489,489,387,409,524,482,362
1,240,220,240,197,254,238,122
0,240,220,240,197,254,238,122
1,143,-365,206,-22,-321,-42,2
1,342,1039,231,374,841,677,394
0,517,-82,177,207,519,966,769
1,123,250,96,110,110,-45,-65
0,320,416,131,232,464,530,340
1,588,194,244,360,461,686,603
1,692,0,332,440,387,681,608
1,374,-397,221,226,164,569,525
0,1481,1522,1468,1394,1655,1571,1646
0,314,-505,127,37,41,188,390
1,15,-979,21,-79,-747,-510,-204
0,142,-744,137,-17,-402,8,48
0,383,779,225,338,1163,1048,756
0,409,1639,205,384,1590,1074,530
0,752,892,764,703,865,1433,1317
0,253,1410,82,316,1624,681,315
0,162,254,87,112,2399,229,216
0,140,-884,62,-55,-512,-162,2
0,266,-282,23,95,-274,217,206
0,266,-282,23,95,-274,217,206
0,255,-223,126,62,218,439,364
1,269,-1594,277,132,-1263,-363,37
0,633,415,399,450,1029,1030,771
1,474,119,220,313,412,736,814
1,455,186,203,297,415,540,429
0,-33,-935,-2,-207,-838,-416,-181
1,392,-148,137,204,496,417,334
1,247,-242,107,119,-124,467,442
0,583,-509,764,516,-255,261,457
0,245,-218,146,99,1400,409,373
0,450,153,213,247,331,690,531
1,967,-686,454,544,685,1579,1340
0,248,-100,151,114,-14,316,293
0,602,-665,236,286,3353,851,720
1,-20,-2023,-30,-314,-989,-561,-162
1,547,5,96,167,82,693,826
0,349,863,386,476,652,155,-74
0,502,-1136,170,55,-158,735,796
0,361,564,219,267,933,745,564
1,1953,984,2210,2002,939,1275,1168
1,289,353,161,209,967,531,335
0,463,445,253,385,677,638,320
1,386,-230,188,124,482,653,616
0,386,-230,188,124,482,653,616
1,386,-230,188,124,482,653,616
1,432,-2984,623,99,-2455,-1003,-62
0,766,-513,556,596,591,672,883
0,83,-1729,33,-230,-895,-274,29
0,308,910,167,308,943,641,474
0,1963,1233,1982,1935,723,1394,1750
0,147,128,86,156,-73,-144,-135
1,850,-272,769,753,557,316,457
0,278,-449,149,111,-196,350,256
1,142,48,94,75,164,178,258
0,1176,96,904,893,2374,1285,1032
0,1176,96,904,893,2374,1285,1032
0,7,-252,8,-68,-210,-214,-82
0,582,349,268,313,609,653,603
0,516,658,661,479,578,470,375
1,417,-317,170,142,333,408,529
1,277,-489,142,73,-185,258,338
0,327,-1139,67,-51,-292,378,490
0,417,-266,551,336,-202,206,360
1,347,844,178,277,1863,974,819
0,503,840,225,385,1264,1054,777
1,262,-727,152,116,2957,139,145
0,9,-1289,24,-242,-993,-305,69
1,330,-3002,548,29,-2318,-1213,-218
1,29,-1226,147,-157,-1021,-377,-106
1,1668,971,1445,1514,1456,1780,1604
0,307,-553,136,76,42,547,568
0,403,18,240,301,396,579,501
0,403,18,240,301,396,579,501
0,453,940,269,401,1112,819,626
0,531,-918,109,75,-90,1025,851
1,597,1297,652,675,1081,941,725
0,166,1144,96,277,1020,800,307
0,-202,-848,-147,-337,-843,-433,-169
1,972,1992,976,1048,1423,815,454
0,381,734,239,354,692,766,530
0,332,-821,174,161,-283,234,429
0,247,90,132,158,400,308,301
1,660,-115,372,439,-6,406,493
1,310,-1245,150,125,-71,227,337
1,124,117,95,103,260,266,148
0,654,787,570,626,937,1054,768
1,180,-1025,110,20,-350,185,208
0,667,1333,490,657,1481,1132,817
1,194,1959,119,429,1239,577,304
1,209,-415,144,176,-511,-85,-62
1,332,-203,159,236,91,394,346
0,431,-501,182,250,58,581,420
1,431,-501,182,250,58,581,420
0,431,-501,182,250,58,581,420
1,574,-354,170,239,640,1090,892
1,575,787,277,391,756,691,495
0,712,-465,370,457,764,1020,916
0,704,-57,573,530,218,372,366
0,364,-1,208,256,308,327,330
1,317,201,149,228,354,365,297
1,522,43,162,268,509,623,542
0,448,142,221,244,416,740,564
0,463,-119,193,221,474,784,730
1,318,138,157,292,548,306,277
1,729,1251,301,657,1640,1480,839
0,220,423,126,187,390,461,259
0,472,-595,211,102,3,414,432
1,539,-272,207,233,-163,421,434
0,204,-624,124,75,-74,-29,128
1,630,150,251,371,714,1088,902
0,1968,3113,1726,1913,2861,2349,1885
0,622,-111,267,341,526,907,805
0,257,284,105,195,1136,418,331
0,113,-231,82,35,-187,39,103
0,113,-231,82,35,-187,39,103
0,120,-210,69,28,-239,102,125
0,120,-210,69,28,-239,102,125
0,360,-1221,79,-58,-719,488,580
1,518,168,220,368,736,810,643
0,543,683,200,394,995,755,719
1,226,-1182,86,56,-496,-65,131
1,361,210,164,203,566,433,323
1,-235,-1360,-734,-480,-993,-736,-416
0,1626,1076,1729,1644,751,767,882
0,276,-617,43,22,14,492,652
0,83,-746,65,-39,-137,-134,25
0,185,586,57,148,829,338,226
1,176,-37,111,77,66,196,245
1,1365,441,611,839,1100,1722,1371
0,489,-270,273,231,87,626,633
1,390,-724,492,280,-383,-199,36
0,435,-759,911,413,-164,-28,235
0,150,-111,67,68,-160,140,191
0,150,-111,67,68,-160,140,191
0,23,-973,14,-152,-539,-183,-7
0,44,-1571,12,-213,-996,-480,-25
1,516,1407,311,489,1084,1004,742
0,419,-950,228,210,160,336,371
0,419,-950,228,210,160,336,371
0,419,-950,228,210,160,336,371
1,178,-526,29,-74,225,180,133
1,17,-884,54,-189,-692,-371,-155
1,516,1407,311,489,1084,1004,742
0,254,-950,143,25,-650,91,204
0,247,-1043,144,78,-299,84,183
0,-25,-370,-23,-127,-530,152,135
0,465,-211,157,212,922,1074,781
1,253,695,123,273,870,307,237
1,116,-306,1,-40,-247,-57,-24
0,397,-273,234,283,689,467,381
1,389,-104,142,178,320,841,658
0,389,-104,142,178,320,841,658
1,283,45,167,165,308,449,545
0,3473,2589,3504,3408,2877,2673,2215
1,698,-597,306,414,645,873,718
0,119,-131,58,34,42,118,135
0,119,-131,58,34,42,118,135
1,473,371,428,401,599,326,314
0,370,-89,125,160,166,722,642
1,523,1553,552,591,1537,1234,582
0,645,587,510,654,389,422,149
1,481,720,253,340,1035,806,627
1,3065,2209,2648,2746,2636,2605,2559
1,70,102,30,15,150,162,100
1,528,770,238,359,742,870,652
0,98,-330,31,-26,102,83,165
0,98,-330,31,-26,102,83,165
1,203,272,163,138,194,308,265
1,334,761,139,316,1112,515,432
1,372,442,201,305,785,629,380
0,402,831,211,396,733,798,481
1,181,-430,108,74,14,313,191
0,204,-217,87,46,10,400,321
0,358,103,177,187,357,446,451
0,32,-108,39,-38,242,211,114
0,32,-108,39,-38,242,211,114
1,73,117,54,100,97,76,20
1,174,151,98,126,236,237,208
0,-149,-1859,-93,-458,-1258,-672,-181
0,560,61,315,414,477,696,490
1,732,-452,319,415,598,1032,879
1,489,-1070,114,22,194,642,790
1,674,644,375,463,1233,1306,933
1,62,-163,-67,-19,-376,49,60
0,-31,-567,-187,-111,-452,-171,-51
0,409,-172,209,214,427,499,332
0,409,-172,209,214,427,499,332
0,130,538,-28,166,368,439,72
0,232,323,85,172,1015,783,400
1,532,-1166,265,222,-371,274,415
0,148,50,140,118,220,314,193
0,148,50,140,118,220,314,193
1,204,368,57,261,264,-39,5
1,268,-61,121,56,1905,424,385
0,589,-54,280,286,569,520,492
1,442,527,226,311,1014,1015,679
0,380,312,187,398,126,483,267
1,1163,3,1009,1080,628,1008,1467
0,379,92,174,262,497,320,380
0,114,-1152,-17,-142,-269,-138,20
0,380,540,166,236,411,423,328
0,529,98,317,365,217,708,687
0,632,898,301,483,1469,1222,1068
0,6,11,-10,-48,230,73,31
0,274,-296,175,145,150,189,292
1,455,-336,-141,174,-1044,169,421
0,-19,-1508,-74,-222,-1106,-461,-73
0,304,517,156,235,3181,483,445
0,634,228,320,405,594,725,667
1,997,640,467,671,1269,1323,1093
0,349,-57,193,235,20,669,663
1,163,-133,114,176,321,114,87
0,750,-454,226,335,561,940,874
1,1851,1317,1900,1878,-2671,1206,1204
1,-100,-2213,70,-291,-1731,-1121,-548
1,-100,-2213,70,-291,-1731,-1121,-548
1,670,-638,903,606,-525,272,443
1,670,-638,903,606,-525,272,443
1,298,-141,223,148,259,603,480
1,343,391,181,276,631,636,489
1,537,-103,221,305,249,633,560
1,444,1550,202,412,386,528,595
1,435,-340,-143,182,-395,160,401
1,205,410,14,111,1846,385,324
1,-255,-992,-522,-242,-618,-405,-299
0,183,-11,149,114,428,157,181
0,180,246,97,118,641,497,308
0,189,-796,125,-46,-409,-57,92
1,171,153,95,95,279,330,252
1,150,235,104,87,270,370,313
0,486,-345,176,312,672,615,516
0,95,88,88,64,-52,-55,2
0,332,-1260,139,-24,-460,166,607
0,371,-834,118,-8,-111,462,515
0,299,554,200,276,768,468,236
1,391,105,219,278,156,332,287
1,391,105,219,278,156,332,287
0,234,-589,106,62,-150,269,256
0,623,-374,180,450,538,718,918
0,485,20,228,241,281,375,306
0,83,-285,17,-14,-311,-170,103
0,205,-293,136,85,12,249,206
0,253,-879,142,-8,-899,-50,141
0,241,-868,102,-7,-533,-98,226
0,425,-235,203,236,221,385,346
0,533,692,170,276,1166,1158,1006
1,331,314,122,171,655,573,510
0,298,-875,201,94,-684,159,349
1,2932,1497,3159,2899,1130,1701,1257
0,440,-1006,211,214,177,308,342
1,239,-2739,283,-40,-1770,-861,-46
1,862,-928,797,690,-429,514,1076
0,85,-302,35,39,-65,-220,-11
0,142,-887,67,-94,15,-132,115
0,467,-441,224,225,490,665,535
1,467,-441,224,225,490,665,535
0,173,-646,104,-62,-801,-38,93
1,569,-1403,720,416,-1264,-513,29
0,380,80,202,311,390,717,527
0,202,-441,229,127,-197,-20,68
1,946,-910,745,765,-174,565,1098
0,257,620,145,209,992,784,496
0,625,-650,580,463,-271,60,266
1,165,-112,85,45,95,184,160
1,165,-112,85,45,95,184,160
1,155,-311,94,89,-306,-115,-25
0,268,-104,142,217,722,587,434
0,523,159,148,235,483,954,868
1,185,-352,62,80,47,189,186
1,264,-359,141,110,18,295,357
0,116,-708,-10,22,-225,-29,112
1,4256,3380,4085,4191,2864,3244,2872
1,407,-515,-85,205,544,412,483
1,321,544,152,342,273,573,424
1,321,544,152,342,273,573,424
1,458,665,523,491,752,505,369
1,457,-1770,267,188,-554,204,476
0,268,282,147,229,729,697,474
1,21,-245,24,-11,-143,-216,-102
1,274,-209,140,182,304,627,483
1,661,348,259,407,581,792,761
1,590,-195,213,289,622,1146,957
1,284,-940,277,361,59,251,185
1,284,-940,277,361,59,251,185
0,874,451,1300,943,296,391,479
0,32,-1702,25,-171,-1606,-637,-175
1,340,-894,193,119,-311,387,529
1,430,1194,323,435,1017,999,582
1,143,-712,73,-142,-570,4,257
0,345,62,171,197,488,376,419
0,155,-276,79,117,-398,-47,70
1,652,332,828,682,339,576,684
1,32,-462,31,-97,-165,73,130
0,277,-752,150,190,-132,-115,82
1,2865,315,3225,2806,943,1908,1818
0,462,1183,268,423,1507,1044,695
0,289,-367,-23,-25,-2,572,718
0,334,995,229,418,877,522,271
0,474,-61,-23,122,195,713,881
0,474,-61,-23,122,195,713,881
0,223,181,251,225,-78,174,109
0,244,-937,133,15,-233,173,342
0,474,-61,-23,122,195,713,881
1,259,-318,87,132,36,262,377
0,1231,-444,825,974,266,967,1009
1,2721,663,2662,2672,1628,2097,2258
0,183,20,131,124,84,137,204
1,741,-494,388,418,253,1026,860
1,36,167,28,36,234,-27,-25
1,621,-690,259,290,216,718,658
1,621,-690,259,290,216,718,658
1,621,-690,259,290,216,718,658
1,119,-213,79,-4,-340,-104,-102
0,152,-538,128,25,38,69,210
0,483,49,262,380,353,713,517
0,341,-1357,209,189,-3097,225,279
0,220,862,200,267,393,238,154
0,66,-48,43,0,-37,66,79
0,66,-48,43,0,-37,66,79
0,417,-659,207,105,-299,261,383
1,177,182,97,96,423,173,166
0,149,456,41,151,432,251,45
1,502,-838,342,275,-808,199,501
0,301,855,161,295,1211,702,395
1,83,-443,-27,-17,-418,-171,-79
0,212,-1222,173,48,-220,-426,-96
1,66,-1045,244,42,-786,-578,-257
1,66,-1045,244,42,-786,-578,-257
1,217,804,48,164,876,703,435
1,217,804,48,164,876,703,435
1,828,259,380,473,1174,1337,1194
1,828,259,380,473,1174,1337,1194
1,354,136,115,152,567,617,625
1,505,-7,299,417,346,564,555
0,205,-196,111,83,150,159,214
0,532,286,276,322,595,808,651
1,111,366,33,177,462,198,103
1,212,-213,116,2,124,142,179
1,177,-192,81,83,-33,25,58
0,267,-128,108,147,50,111,223
1,176,-630,77,48,-306,137,467
0,295,252,149,206,473,394,308
0,295,252,149,206,473,394,308
1,91,-925,-55,-132,-472,43,255
0,321,-388,159,81,223,37,127
0,351,-1036,181,166,821,306,310
0,283,604,107,278,316,484,301
1,2992,1358,2798,2870,3159,2513,2682
1,814,-119,543,603,290,597,636
0,570,379,397,402,359,777,555
0,1689,866,1544,1653,794,678,718
1,185,447,133,207,374,129,55
1,533,53,291,388,45,639,649
0,236,-225,264,156,-485,-40,274
0,236,-225,264,156,-485,-40,274
0,113,-130,21,6,21,14,12
0,359,-59,120,193,369,414,387
0,537,-448,154,193,576,954,781
1,419,245,264,323,354,328,198
0,318,581,158,264,1238,923,529
1,-44,-1502,-27,-219,-895,-516,-100
0,188,-740,77,-14,-167,176,302
1,188,-1525,93,-103,-779,-303,100
1,-102,-1387,-38,-244,-1216,-755,-334
1,315,238,84,180,415,441,316
1,467,-926,312,297,-107,405,477
0,1153,741,1222,1145,1238,1191,1096
0,1153,741,1222,1145,1238,1191,1096
1,262,310,124,192,398,327,220
1,421,-292,596,349,126,218,196
0,550,526,533,457,765,842,481
0,190,549,150,245,573,138,46
1,398,-121,173,154,749,587,547
0,175,-481,108,114,-57,244,281
1,702,442,319,540,1064,758,569
0,144,-910,63,-68,-492,-47,263
1,55,-233,37,26,138,-77,39
0,-157,-1199,-99,-337,-1034,-353,-96
1,53,-247,63,29,61,-93,-15
1,325,494,160,237,647,605,366
0,365,89,214,328,306,342,206
1,365,89,214,328,306,342,206
1,470,-89,295,362,602,385,304
1,582,-41,297,393,1016,864,689
1,399,-632,199,217,-84,168,235
1,363,127,215,229,267,476,399
1,512,49,151,246,396,602,645
1,438,1268,219,504,1073,632,286
0,249,-1212,198,126,-545,-129,65
0,249,-1212,198,126,-545,-129,65
0,712,-723,738,560,-377,458,534
1,449,-1444,279,208,-241,372,485
0,278,629,186,216,753,646,419
1,548,-348,305,327,79,289,333
1,612,-75,316,276,326,526,461
0,263,59,147,147,486,492,397
1,1326,1072,1345,1261,822,1146,876
1,1326,1072,1345,1261,822,1146,876
1,602,29,321,305,647,473,342
1,397,186,230,301,677,843,662
1,397,186,230,301,677,843,662
1,82,-15,49,63,168,101,144
1,159,-448,82,52,-27,-116,115
0,322,1260,90,386,1333,693,205
0,124,-279,91,52,-174,-29,55
0,249,-99,110,87,74,288,346
1,869,1021,455,665,976,921,554
0,345,46,159,240,283,390,369
0,90,106,45,-11,31,240,325
0,90,106,45,-11,31,240,325
1,182,-268,329,186,162,353,239
0,447,-74,245,275,139,607,618
1,-31,-565,-18,-146,-249,9,135
1,2420,456,2677,2299,247,1024,1087
1,255,862,107,272,1004,740,372
1,22,-2493,-167,-323,-1546,-577,191
0,495,990,324,438,1035,695,480
1,219,295,138,196,414,104,644
1,1834,1071,1751,1800,1567,1255,1366
1,1834,1071,1751,1800,1567,1255,1366
1,167,964,98,166,1745,867,481
0,80,-735,25,-55,-144,-386,-192
0,-20,-892,5,-182,411,-366,49
0,495,-850,247,220,-149,447,484
0,181,-1258,52,-169,-733,-167,273
0,322,-117,123,138,597,626,471
1,320,-1438,523,202,-1099,-770,-482
1,2418,1784,2217,2347,2326,2186,2237
1,-7,-194,-27,-15,-347,-329,-106
0,239,714,96,187,627,503,315
0,35,-1125,33,-133,-913,-348,-90
0,341,789,162,316,1122,930,700
1,3750,3317,3406,3610,3323,3867,3216
0,253,-294,191,135,87,145,281
1,172,215,89,139,242,183,175
0,221,-21,112,142,208,290,235
0,476,49,215,292,696,492,585
0,116,214,50,62,280,189,99
1,570,101,218,309,349,650,557
1,1193,627,1503,1318,350,732,581
0,113,-636,37,38,-655,-92,10
0,-9,-1636,3,-288,-1015,-654,-119
0,268,-81,145,216,100,263,268
1,268,-81,145,216,100,263,268
0,268,-81,145,216,100,263,268
1,133,170,85,107,647,290,258
1,476,49,215,292,696,492,585
1,301,-1036,73,-2,-669,-28,252
1,542,-65,314,338,169,417,598
0,204,733,110,187,913,1036,567
0,595,151,323,469,434,708,678
0,191,188,88,118,279,313,218
1,89,-1170,27,-18,-739,-133,35
0,191,-812,80,-82,-417,31,388
1,249,397,126,189,665,621,387
1,330,478,268,267,386,332,436
0,350,-26,160,154,282,480,465
1,268,-47,106,167,703,472,505
1,119,-232,58,22,-150,-113,103
1,309,-315,172,100,103,136,236
0,183,469,-28,212,727,141,131
1,351,51,160,150,55,367,407
1,-33,-490,-30,-243,-342,-285,9
1,376,-10,219,310,39,257,276
1,58,-1019,-44,-185,-715,-535,-43
0,-45,-1011,-42,-193,-588,-506,-173
0,4489,2546,4311,4433,2655,2283,2003
1,181,-788,-23,-101,-679,11,312
0,626,-334,231,278,642,1228,1099
1,423,1737,256,692,893,645,311
0,348,79,197,192,177,312,212
0,348,79,197,192,177,312,212
1,348,79,197,192,177,312,212
1,542,679,259,405,743,767,579
1,630,13,258,405,288,198,202
0,239,330,124,120,195,170,239
0,312,807,199,297,834,722,397
1,327,278,119,254,828,753,613
1,-168,-1080,-130,-340,-605,-255,20
1,127,611,38,111,365,182,93
1,318,-479,168,182,-60,580,418
0,564,68,345,401,-1469,426,332
1,356,-899,240,248,74,290,387
0,57,105,33,81,98,-67,-130
1,1723,-720,1617,1350,-634,757,1224
1,568,574,300,495,792,416,323
1,50,129,-209,-131,-654,-369,-222
0,451,860,225,390,1309,1058,779
1,561,-102,302,321,14,313,317
1,416,-32,379,320,1360,259,313
1,517,351,298,397,-290,-158,-22
0,404,597,224,341,774,732,592
0,404,597,224,341,774,732,592
0,115,-190,55,50,14,302,139
1,349,-129,161,210,221,257,294
0,216,1455,193,437,1097,496,109
0,497,-465,145,222,868,1067,834
0,-30,-437,51,-44,-636,-591,-403
1,318,63,167,237,152,390,333
1,343,911,145,240,1245,960,634
1,433,122,147,263,645,609,648
1,-2,-24,91,-17,95,49,-25
0,304,12,145,214,466,277,233
1,78,-451,71,-10,32,-47,56
0,-146,-1023,-108,-305,-651,-508,-208
1,448,82,297,285,436,252,315
1,22,-732,27,-162,-226,-196,-53
0,110,-901,62,-128,-471,-272,26
0,576,216,282,373,839,818,680
0,307,-684,169,76,-38,34,288
1,215,27,459,241,281,-99,-142
0,1462,471,1547,1422,9,805,902
0,440,916,463,472,1275,916,426
1,447,132,230,287,592,767,597
1,469,225,167,365,646,760,561
0,710,213,174,389,502,661,642
1,212,-695,108,56,-178,257,393
1,192,-453,26,117,-363,-68,42
1,268,290,73,147,542,353,293
1,156,-225,25,-30,-187,-90,-47
1,424,-535,158,197,-202,353,466
1,465,1096,179,469,1419,950,869
1,503,649,429,478,1192,759,445
1,238,-123,105,106,47,72,118
1,1294,1142,1232,1226,1144,1374,1304
0,705,-123,290,493,240,641,601
1,195,-207,194,41,-216,-106,-199
1,585,38,418,397,484,635,661
1,349,657,172,358,1228,749,485
1,77,-935,-69,-202,-470,-353,-18
0,151,-882,245,-52,-452,-377,178
0,163,-666,82,22,-70,64,204
1,163,-666,82,22,-70,64,204
1,163,-666,82,22,-70,64,204
0,346,38,132,146,246,377,366
1,410,598,203,358,810,638,520
1,-116,-948,-380,-364,-482,-299,-14
0,228,-271,125,119,83,130,167
0,228,-271,125,119,83,130,167
0,548,-116,798,523,-126,-30,74
1,45,-1060,-29,-164,-1050,-310,-12
1,179,-641,4,-72,-355,-11,218
1,440,810,185,339,1061,839,583
1,363,-141,133,200,400,479,435
1,542,-45,185,285,607,688,600
1,220,-1135,84,-103,-596,-370,-7
1,573,-108,193,285,290,568,643
0,288,-90,157,190,261,346,363
1,175,-525,67,-3,-463,-154,77
0,69,-1284,107,-122,-752,-480,-72
0,269,716,164,253,811,662,400
0,131,-476,94,71,-263,-46,86
0,398,212,122,223,582,706,548
1,421,714,230,330,841,767,595
1,716,-151,352,459,731,725,696
1,1047,524,450,644,670,1496,1286
1,380,216,126,260,444,490,425
0,413,-204,91,203,394,543,429
1,83,-871,40,-92,-191,-193,96
1,-77,-642,17,-201,-459,-245,-48
1,507,27,165,278,285,639,549
1,286,384,166,311,-156,475,393
0,359,2,202,250,130,344,373
1,411,149,232,278,355,697,691
0,45,-888,25,-162,-686,-357,-15
1,428,278,137,319,788,691,658
1,644,-763,351,365,-324,571,538
1,202,-980,32,-121,-505,-70,263
1,251,204,119,163,387,423,359
1,369,-386,185,257,152,346,402
0,369,-386,185,257,152,346,402
1,539,-930,206,274,-300,96,276
1,522,30,158,278,151,560,532
1,1179,59,625,780,1225,1488,1326
1,683,385,222,514,953,736,634
1,295,1191,443,394,1013,397,99
1,39,-646,-32,-123,-341,-120,44
1,510,523,206,377,737,768,633
1,135,490,80,128,442,196,65
0,548,133,201,335,353,585,569
0,271,265,109,194,357,271,283
0,271,265,109,194,357,271,283
1,922,130,524,593,778,1044,942
0,156,294,82,118,450,83,47
1,350,-2033,309,5,-1373,-766,-178
1,222,-144,-52,30,31,370,559
0,283,-560,235,183,-240,109,205
1,485,516,264,356,640,590,541
1,83,351,37,72,317,348,241
1,553,-646,192,270,-418,263,419
0,503,-457,220,249,-114,356,539
0,289,106,190,266,37,181,112
0,536,247,283,292,732,485,345
1,264,-127,119,141,128,321,272
0,264,-127,119,141,128,321,272
0,264,-127,119,141,128,321,272
0,499,-908,228,47,-893,246,482
1,101,-155,43,-12,80,68,68
1,291,-128,96,146,-9,265,267
0,123,-1006,34,-109,-499,-366,113
1,133,-574,223,92,-787,-425,-180
1,409,-234,-49,166,353,547,479
1,201,235,146,186,492,-4,161
1,801,613,544,566,829,1212,1222
1,61,90,150,39,201,23,72
1,212,232,75,114,469,386,340
1,4020,3321,3862,3998,3084,3548,2884
1,158,-192,116,107,-290,298,297
1,204,-618,23,-49,-226,52,301
1,401,72,94,213,254,418,421
1,1423,1384,1150,1449,1213,832,613
1,-195,-752,-96,-234,-583,-477,-283
1,519,127,228,376,650,347,258
1,279,-511,110,60,-318,233,451
1,68,-604,-5,-76,-504,-10,101
1,492,-589,191,230,-181,373,428
1,475,596,338,390,656,785,689
1,1014,624,1094,1037,728,978,956
1,641,-96,281,373,113,561,642
1,37,-904,95,-175,-602,-627,-234
1,764,380,325,416,1103,1130,910
1,83,-1036,37,-158,-419,-312,5
1,467,-45,329,371,211,336,523
0,551,70,297,390,378,677,655
0,339,447,162,252,556,469,315
1,270,-490,98,205,-54,95,221
1,111,423,75,97,317,448,240
0,667,366,311,423,774,752,649
1,168,-99,35,44,-2815,-152,79
0,347,424,277,277,404,416,356
1,224,-272,67,102,-158,119,148
0,378,688,175,289,789,688,452
0,535,163,235,323,3286,798,719
1,606,-233,403,454,42,348,696
0,310,-894,39,-33,-438,38,298
0,214,-1291,55,-113,-580,-203,297
0,154,298,98,163,196,253,115
0,509,-192,128,223,527,698,703
1,159,-67,111,116,30,69,157
1,575,-342,267,346,220,524,546
1,380,142,149,211,335,404,416
0,284,760,170,257,590,580,358
1,849,-550,408,471,167,891,961
1,506,329,260,444,618,578,423
0,337,-385,519,324,-524,-124,-28
1,594,-275,321,315,127,759,844
1,111,-382,176,74,-418,-105,-18
0,266,-169,92,139,392,281,241
1,337,189,166,228,480,419,298
1,309,1066,228,400,941,725,426
1,338,847,196,328,1132,611,379
0,250,-477,153,70,-250,81,216
0,250,-477,153,70,-250,81,216
0,512,-117,249,356,-39,435,564
1,1972,26,2065,1798,269,838,998
1,482,91,346,377,190,431,401
1,669,210,260,372,3421,687,593
0,561,-849,209,121,-65,257,491
0,248,-566,492,155,-281,-147,54
1,204,174,97,139,202,223,198
1,765,-640,506,395,66,874,1177
1,37,-262,-26,-15,-176,-139,45
1,568,512,358,473,1059,909,694
1,-87,-1834,-39,-399,-1521,-709,-396
1,326,249,169,204,403,395,310
1,292,-981,82,21,-437,101,364
0,56,62,-20,7,138,13,16
1,504,377,287,379,720,596,444
1,227,-546,133,26,-412,-179,74
0,319,407,176,256,371,547,418
0,419,-833,193,52,-171,331,583
1,589,-52,585,522,266,769,670
1,806,242,352,520,593,964,878
1,490,497,267,349,534,716,607
0,297,-244,135,150,-2520,349,356
1,774,101,338,424,3512,1009,917
0,281,-259,249,184,-51,264,292
1,666,272,349,464,547,658,587
1,548,-861,245,163,-99,640,869
1,700,325,424,526,519,369,282
1,904,173,450,501,671,627,507
1,409,-239,167,227,116,521,497
1,49,-326,71,25,-391,-76,-20
1,446,-901,295,166,-523,231,627
1,978,387,1003,946,379,693,640
1,740,37,488,425,307,1083,1079
1,394,111,280,337,115,251,215
1,-133,-622,-15,-185,-511,-425,-224
0,197,-541,116,2,-275,-13,210
1,322,268,146,259,406,322,212
1,462,-421,255,247,118,329,365
1,822,807,420,602,1353,1532,1331
0,285,-524,276,177,-179,104,138
0,285,-524,276,177,-179,104,138
1,285,-524,276,177,-179,104,138
1,317,-323,156,219,3138,359,372
1,79,-1177,51,-110,-736,-367,31
0,452,281,206,251,643,584,407
1,1608,1163,1335,1517,1517,1039,1093
1,3221,1438,3181,3179,1236,1696,1594
1,162,-478,78,84,236,168,166
1,234,304,63,115,530,457,366
0,246,-102,154,170,-329,121,144
0,57,-896,185,-17,-416,-352,-9
0,782,-204,441,484,224,788,708
1,298,-1195,494,192,-584,-460,48
0,885,434,1112,938,742,667,622
1,500,-258,200,243,463,786,862
1,619,178,351,468,445,398,346
0,383,-355,251,145,-197,165,238
1,123,214,75,116,501,331,320
1,123,-193,43,13,260,306,305
0,1437,1031,1405,1395,939,1453,1318
0,387,505,168,268,388,527,383
1,432,198,251,298,62,462,550
1,109,187,47,66,152,76,125
0,-74,-314,-153,-169,-2,84,137
1,170,-85,139,92,47,136,215
1,273,-966,183,-2,-489,69,411
0,284,180,163,215,243,422,455
1,249,-51,162,142,322,481,344
1,249,-51,162,142,322,481,344
1,231,374,114,200,317,506,312
1,676,222,359,510,473,618,662
1,367,247,104,210,493,505,464
1,291,-614,198,47,2079,126,298
1,390,-377,439,446,-268,-83,14
1,468,628,279,396,938,610,464
0,324,795,249,355,926,445,291
1,429,148,631,421,364,213,158
0,105,-621,14,-72,-345,-52,216
0,438,268,185,272,776,611,477
1,403,-913,62,26,-638,24,319
1,321,-1072,30,-45,-608,-75,391
0,231,296,140,165,149,206,168
0,228,-179,163,172,-230,62,202
1,20,-269,26,-14,-415,98,33
1,71,88,51,59,-152,161,10
1,275,575,112,221,725,391,201
1,339,478,164,259,720,455,283
1,115,-578,74,-62,-177,-142,-53
1,641,1124,341,517,1284,974,700
1,405,333,191,258,660,523,648
0,55,41,113,111,-153,-189,-152
0,126,101,31,78,368,383,307
1,154,258,86,126,463,119,87
0,677,-281,578,466,-357,23,156
1,147,439,88,151,472,574,321
0,-317,-1966,-41,-421,-1866,-1296,-562
0,426,267,186,273,349,682,538
1,231,-229,106,120,308,108,217
1,381,1062,222,423,1198,752,535
1,91,-138,-61,-56,318,151,194
1,101,-372,56,49,-94,47,99
1,282,419,158,177,550,401,291
1,311,-234,148,200,-2,139,109
